"id","QtySold","Price","Advertised","Holiday","Date","Product"
"20361","3","2.99","0","0","17-Mar-03","Salt and vinegar potato chips"
"20362","2","2.99","0","0","17-Mar-03","Saltine crackers"
"20363","0","2.99","0","0","17-Mar-03","Shredded wheat crackers"
"20364","2","2.49","0","0","17-Mar-03","Stone-ground wheat sticks"
"20365","4","2.99","0","0","17-Mar-03","Sun-dried tomato multigrain chips"
"20366","8","0.99","0","0","17-Mar-03","Tortilla chips"
"20367","0","1.99","0","0","17-Mar-03","WOW cheese puffs"
"20368","0","2.99","0","0","17-Mar-03","WOW potato chips"
"20369","3","2.99","0","0","17-Mar-03","WOW tortilla chips"
"20370","0","3.49","0","0","17-Mar-03","Wheat crackers"
"20371","0","1.99","0","0","16-Mar-03","Baked potato chips"
"20372","5","1.49","0","0","16-Mar-03","Barbeque pork rinds"
"20373","8","1.99","0","0","16-Mar-03","Barbeque potato chips"
"20374","0","2.99","0","0","16-Mar-03","Bread sticks"
"20375","9","1.49","0","0","16-Mar-03","Buttery popcorn"
"20376","2","2.99","0","0","16-Mar-03","Carmelized popcorn"
"20377","2","1.49","0","0","16-Mar-03","Cheddar cheese break sticks"
"20378","0","2.99","0","0","16-Mar-03","Cheddar cheese popcorn"
"20379","10","1.49","0","0","16-Mar-03","Cheese puffs"
"20380","53","0.99","0","0","16-Mar-03","Classic potato chips"
"20381","14","1.49","0","0","16-Mar-03","Easy dip tortilla chips"
"20382","17","0.99","0","0","16-Mar-03","Extra hot pork rinds"
"20383","1","2.99","0","0","16-Mar-03","Fiesta sticks"
"20384","7","1.49","0","0","16-Mar-03","Fried pork rinds"
"20385","5","2.49","0","0","16-Mar-03","Hot spicy cheese puffs"
"20386","0","2.49","0","0","16-Mar-03","Jalepeno sticks"
"20387","2","2.49","0","0","16-Mar-03","Jumbo pretzel sticks"
"20388","6","1.49","0","0","16-Mar-03","Low-fat popcorn"
"20389","13","1.49","0","0","16-Mar-03","Low-fat saltines"
"20390","6","2.99","0","0","16-Mar-03","Multigrain chips"
"20391","4","1.49","0","0","16-Mar-03","Pepper sticks"
"20392","2","0.99","0","0","16-Mar-03","Pretzel sticks"
"20393","0","2.49","0","0","16-Mar-03","Pretzel twists"
"20394","12","1.49","0","0","16-Mar-03","Ruffled potato chips"
"20395","5","0.99","0","0","16-Mar-03","Rye crackers"
"20396","4","2.99","0","0","16-Mar-03","Salt and vinegar potato chips"
"20397","2","2.99","0","0","16-Mar-03","Saltine crackers"
"20398","0","2.99","0","0","16-Mar-03","Shredded wheat crackers"
"20399","1","2.49","0","0","16-Mar-03","Stone-ground wheat sticks"
"20400","4","2.99","0","0","16-Mar-03","Sun-dried tomato multigrain chips"
"20401","15","0.99","0","0","16-Mar-03","Tortilla chips"
"20402","0","1.99","0","0","16-Mar-03","WOW cheese puffs"
"20403","0","2.99","0","0","16-Mar-03","WOW potato chips"
"20404","3","2.99","0","0","16-Mar-03","WOW tortilla chips"
"20405","0","3.49","0","0","16-Mar-03","Wheat crackers"
"20406","0","1.99","0","0","15-Mar-03","Baked potato chips"
"20407","3","1.49","0","0","15-Mar-03","Barbeque pork rinds"
"20408","16","1.99","0","0","15-Mar-03","Barbeque potato chips"
"20409","0","2.99","0","0","15-Mar-03","Bread sticks"
"20410","14","1.49","0","0","15-Mar-03","Buttery popcorn"
"20411","1","2.99","0","0","15-Mar-03","Carmelized popcorn"
"20412","0","1.49","0","0","15-Mar-03","Cheddar cheese break sticks"
"20413","0","2.99","0","0","15-Mar-03","Cheddar cheese popcorn"
"20414","13","1.49","0","0","15-Mar-03","Cheese puffs"
"20415","60","0.99","0","0","15-Mar-03","Classic potato chips"
"20416","14","1.49","0","0","15-Mar-03","Easy dip tortilla chips"
"20417","11","0.99","0","0","15-Mar-03","Extra hot pork rinds"
"20418","1","2.99","0","0","15-Mar-03","Fiesta sticks"
"20419","9","1.49","0","0","15-Mar-03","Fried pork rinds"
"20420","8","2.49","0","0","15-Mar-03","Hot spicy cheese puffs"
"20421","0","2.49","0","0","15-Mar-03","Jalepeno sticks"
"20422","6","2.49","0","0","15-Mar-03","Jumbo pretzel sticks"
"20423","6","1.49","0","0","15-Mar-03","Low-fat popcorn"
"20424","10","1.49","0","0","15-Mar-03","Low-fat saltines"
"20425","6","2.99","0","0","15-Mar-03","Multigrain chips"
"20426","2","1.49","0","0","15-Mar-03","Pepper sticks"
"20427","4","0.99","0","0","15-Mar-03","Pretzel sticks"
"20428","0","2.49","0","0","15-Mar-03","Pretzel twists"
"20429","10","1.49","0","0","15-Mar-03","Ruffled potato chips"
"20430","8","0.99","0","0","15-Mar-03","Rye crackers"
"20431","10","2.99","0","0","15-Mar-03","Salt and vinegar potato chips"
"20432","2","2.99","0","0","15-Mar-03","Saltine crackers"
"20433","0","2.99","0","0","15-Mar-03","Shredded wheat crackers"
"20434","3","2.49","0","0","15-Mar-03","Stone-ground wheat sticks"
"20435","8","2.99","0","0","15-Mar-03","Sun-dried tomato multigrain chips"
"20436","15","0.99","0","0","15-Mar-03","Tortilla chips"
"20437","0","1.99","0","0","15-Mar-03","WOW cheese puffs"
"20438","0","2.99","0","0","15-Mar-03","WOW potato chips"
"20439","5","2.99","0","0","15-Mar-03","WOW tortilla chips"
"20440","0","3.49","0","0","15-Mar-03","Wheat crackers"
"20441","0","1.99","0","0","14-Mar-03","Baked potato chips"
"20442","4","1.49","0","0","14-Mar-03","Barbeque pork rinds"
"20443","9","1.99","0","0","14-Mar-03","Barbeque potato chips"
"20444","0","2.99","0","0","14-Mar-03","Bread sticks"
"20445","14","1.49","0","0","14-Mar-03","Buttery popcorn"
"20446","6","2.99","0","0","14-Mar-03","Carmelized popcorn"
"20447","1","1.49","0","0","14-Mar-03","Cheddar cheese break sticks"
"20448","0","2.99","0","0","14-Mar-03","Cheddar cheese popcorn"
"20449","6","1.49","0","0","14-Mar-03","Cheese puffs"
"20450","22","0.99","0","0","14-Mar-03","Classic potato chips"
"20451","10","1.49","0","0","14-Mar-03","Easy dip tortilla chips"
"20452","21","0.99","0","0","14-Mar-03","Extra hot pork rinds"
"20453","0","2.99","0","0","14-Mar-03","Fiesta sticks"
"20454","6","1.49","0","0","14-Mar-03","Fried pork rinds"
"20455","2","2.49","0","0","14-Mar-03","Hot spicy cheese puffs"
"20456","0","2.49","0","0","14-Mar-03","Jalepeno sticks"
"20457","3","2.49","0","0","14-Mar-03","Jumbo pretzel sticks"
"20458","8","1.49","0","0","14-Mar-03","Low-fat popcorn"
"20459","8","1.49","0","0","14-Mar-03","Low-fat saltines"
"20460","4","2.99","0","0","14-Mar-03","Multigrain chips"
"20461","4","1.49","0","0","14-Mar-03","Pepper sticks"
"20462","2","0.99","0","0","14-Mar-03","Pretzel sticks"
"20463","0","2.49","0","0","14-Mar-03","Pretzel twists"
"20464","16","1.49","0","0","14-Mar-03","Ruffled potato chips"
"20465","0","0.99","0","0","14-Mar-03","Rye crackers"
"20466","9","2.99","0","0","14-Mar-03","Salt and vinegar potato chips"
"20467","0","2.99","0","0","14-Mar-03","Saltine crackers"
"20468","0","2.99","0","0","14-Mar-03","Shredded wheat crackers"
"20469","2","2.49","0","0","14-Mar-03","Stone-ground wheat sticks"
"20470","5","2.99","0","0","14-Mar-03","Sun-dried tomato multigrain chips"
"20471","12","0.99","0","0","14-Mar-03","Tortilla chips"
"20472","0","1.99","0","0","14-Mar-03","WOW cheese puffs"
"20473","0","2.99","0","0","14-Mar-03","WOW potato chips"
"20474","5","2.99","0","0","14-Mar-03","WOW tortilla chips"
"20475","0","3.49","0","0","14-Mar-03","Wheat crackers"
"20476","0","1.99","0","0","13-Mar-03","Baked potato chips"
"20477","3","1.49","0","0","13-Mar-03","Barbeque pork rinds"
"20478","8","1.99","0","0","13-Mar-03","Barbeque potato chips"
"20479","0","2.99","0","0","13-Mar-03","Bread sticks"
"20480","10","1.49","0","0","13-Mar-03","Buttery popcorn"
"20481","8","2.99","0","0","13-Mar-03","Carmelized popcorn"
"20482","3","1.49","0","0","13-Mar-03","Cheddar cheese break sticks"
"20483","0","2.99","0","0","13-Mar-03","Cheddar cheese popcorn"
"20484","4","1.49","0","0","13-Mar-03","Cheese puffs"
"20485","12","0.99","0","0","13-Mar-03","Classic potato chips"
"20486","7","1.49","0","0","13-Mar-03","Easy dip tortilla chips"
"20487","10","0.99","0","0","13-Mar-03","Extra hot pork rinds"
"20488","2","2.99","0","0","13-Mar-03","Fiesta sticks"
"20489","2","1.49","0","0","13-Mar-03","Fried pork rinds"
"20490","7","2.49","0","0","13-Mar-03","Hot spicy cheese puffs"
"20491","0","2.49","0","0","13-Mar-03","Jalepeno sticks"
"20492","2","2.49","0","0","13-Mar-03","Jumbo pretzel sticks"
"20493","7","1.49","0","0","13-Mar-03","Low-fat popcorn"
"20494","6","1.49","0","0","13-Mar-03","Low-fat saltines"
"20495","4","2.99","0","0","13-Mar-03","Multigrain chips"
"20496","4","1.49","0","0","13-Mar-03","Pepper sticks"
"20497","1","0.99","0","0","13-Mar-03","Pretzel sticks"
"20498","0","2.49","0","0","13-Mar-03","Pretzel twists"
"20499","6","1.49","0","0","13-Mar-03","Ruffled potato chips"
"20500","4","0.99","0","0","13-Mar-03","Rye crackers"
"20501","8","2.99","0","0","13-Mar-03","Salt and vinegar potato chips"
"20502","0","2.99","0","0","13-Mar-03","Saltine crackers"
"20503","0","2.99","0","0","13-Mar-03","Shredded wheat crackers"
"20504","0","2.49","0","0","13-Mar-03","Stone-ground wheat sticks"
"20505","5","2.99","0","0","13-Mar-03","Sun-dried tomato multigrain chips"
"20506","10","0.99","0","0","13-Mar-03","Tortilla chips"
"20507","0","1.99","0","0","13-Mar-03","WOW cheese puffs"
"20508","0","2.99","0","0","13-Mar-03","WOW potato chips"
"20509","3","2.99","0","0","13-Mar-03","WOW tortilla chips"
"20510","0","3.49","0","0","13-Mar-03","Wheat crackers"
"20511","0","1.99","0","0","12-Mar-03","Baked potato chips"
"20512","4","1.49","0","0","12-Mar-03","Barbeque pork rinds"
"20513","8","1.99","0","0","12-Mar-03","Barbeque potato chips"
"20514","0","2.99","0","0","12-Mar-03","Bread sticks"
"20515","5","1.49","0","0","12-Mar-03","Buttery popcorn"
"20516","5","2.99","0","0","12-Mar-03","Carmelized popcorn"
"20517","0","1.49","0","0","12-Mar-03","Cheddar cheese break sticks"
"20518","0","2.99","0","0","12-Mar-03","Cheddar cheese popcorn"
"20519","5","1.49","0","0","12-Mar-03","Cheese puffs"
"20520","29","0.99","0","0","12-Mar-03","Classic potato chips"
"20521","9","1.49","0","0","12-Mar-03","Easy dip tortilla chips"
"20522","15","0.99","0","0","12-Mar-03","Extra hot pork rinds"
"20523","0","2.99","0","0","12-Mar-03","Fiesta sticks"
"20524","4","1.49","0","0","12-Mar-03","Fried pork rinds"
"20525","3","2.49","0","0","12-Mar-03","Hot spicy cheese puffs"
"20526","0","2.49","0","0","12-Mar-03","Jalepeno sticks"
"20527","1","2.49","0","0","12-Mar-03","Jumbo pretzel sticks"
"20528","5","1.49","0","0","12-Mar-03","Low-fat popcorn"
"20529","5","1.49","0","0","12-Mar-03","Low-fat saltines"
"20530","6","2.99","0","0","12-Mar-03","Multigrain chips"
"20531","0","1.49","0","0","12-Mar-03","Pepper sticks"
"20532","2","0.99","0","0","12-Mar-03","Pretzel sticks"
"20533","0","2.49","0","0","12-Mar-03","Pretzel twists"
"20534","11","1.49","0","0","12-Mar-03","Ruffled potato chips"
"20535","6","0.99","0","0","12-Mar-03","Rye crackers"
"20536","5","2.99","0","0","12-Mar-03","Salt and vinegar potato chips"
"20537","0","2.99","0","0","12-Mar-03","Saltine crackers"
"20538","0","2.99","0","0","12-Mar-03","Shredded wheat crackers"
"20539","1","2.49","0","0","12-Mar-03","Stone-ground wheat sticks"
"20540","7","2.99","0","0","12-Mar-03","Sun-dried tomato multigrain chips"
"20541","11","0.99","0","0","12-Mar-03","Tortilla chips"
"20542","0","1.99","0","0","12-Mar-03","WOW cheese puffs"
"20543","0","2.99","0","0","12-Mar-03","WOW potato chips"
"20544","3","2.99","0","0","12-Mar-03","WOW tortilla chips"
"20545","0","3.49","0","0","12-Mar-03","Wheat crackers"
"20546","0","1.99","0","0","11-Mar-03","Baked potato chips"
"20547","5","1.49","0","0","11-Mar-03","Barbeque pork rinds"
"20548","12","1.99","0","0","11-Mar-03","Barbeque potato chips"
"20549","0","2.99","0","0","11-Mar-03","Bread sticks"
"20550","7","1.49","0","0","11-Mar-03","Buttery popcorn"
"20551","4","2.99","0","0","11-Mar-03","Carmelized popcorn"
"20552","1","1.49","0","0","11-Mar-03","Cheddar cheese break sticks"
"20553","0","2.99","0","0","11-Mar-03","Cheddar cheese popcorn"
"20554","4","1.49","0","0","11-Mar-03","Cheese puffs"
"20555","27","0.99","0","0","11-Mar-03","Classic potato chips"
"20556","10","1.49","0","0","11-Mar-03","Easy dip tortilla chips"
"20557","14","0.99","0","0","11-Mar-03","Extra hot pork rinds"
"20558","0","2.99","0","0","11-Mar-03","Fiesta sticks"
"20559","4","1.49","0","0","11-Mar-03","Fried pork rinds"
"20560","6","1.99","0","0","11-Mar-03","Hot spicy cheese puffs"
"20561","0","2.49","0","0","11-Mar-03","Jalepeno sticks"
"20562","0","2.49","0","0","11-Mar-03","Jumbo pretzel sticks"
"20563","7","1.49","0","0","11-Mar-03","Low-fat popcorn"
"20564","11","1.49","0","0","11-Mar-03","Low-fat saltines"
"20565","8","2.99","0","0","11-Mar-03","Multigrain chips"
"20566","0","1.49","0","0","11-Mar-03","Pepper sticks"
"20567","0","0.99","0","0","11-Mar-03","Pretzel sticks"
"20568","0","2.49","0","0","11-Mar-03","Pretzel twists"
"20569","8","1.49","0","0","11-Mar-03","Ruffled potato chips"
"20570","6","0.99","0","0","11-Mar-03","Rye crackers"
"20571","4","2.99","0","0","11-Mar-03","Salt and vinegar potato chips"
"20572","2","2.99","0","0","11-Mar-03","Saltine crackers"
"20573","0","2.99","0","0","11-Mar-03","Shredded wheat crackers"
"20574","2","2.49","0","0","11-Mar-03","Stone-ground wheat sticks"
"20575","0","2.99","0","0","11-Mar-03","Sun-dried tomato multigrain chips"
"20576","12","0.99","0","0","11-Mar-03","Tortilla chips"
"20577","0","1.99","0","0","11-Mar-03","WOW cheese puffs"
"20578","0","2.99","0","0","11-Mar-03","WOW potato chips"
"20579","7","2.99","0","0","11-Mar-03","WOW tortilla chips"
"20580","0","3.49","0","0","11-Mar-03","Wheat crackers"
"20581","0","1.99","0","0","10-Mar-03","Baked potato chips"
"20582","3","1.49","0","0","10-Mar-03","Barbeque pork rinds"
"20583","7","1.99","0","0","10-Mar-03","Barbeque potato chips"
"20584","0","2.99","0","0","10-Mar-03","Bread sticks"
"20585","12","1.49","0","0","10-Mar-03","Buttery popcorn"
"20586","2","2.99","0","0","10-Mar-03","Carmelized popcorn"
"20587","1","1.49","0","0","10-Mar-03","Cheddar cheese break sticks"
"20588","0","2.99","0","0","10-Mar-03","Cheddar cheese popcorn"
"20589","6","1.49","0","0","10-Mar-03","Cheese puffs"
"20590","32","0.99","0","0","10-Mar-03","Classic potato chips"
"20591","5","1.49","0","0","10-Mar-03","Easy dip tortilla chips"
"20592","19","0.99","0","0","10-Mar-03","Extra hot pork rinds"
"20593","0","2.99","0","0","10-Mar-03","Fiesta sticks"
"20594","9","1.49","0","0","10-Mar-03","Fried pork rinds"
"20595","0","1.99","0","0","10-Mar-03","Hot spicy cheese puffs"
"20596","0","2.49","0","0","10-Mar-03","Jalepeno sticks"
"20597","0","2.49","0","0","10-Mar-03","Jumbo pretzel sticks"
"20598","7","1.49","0","0","10-Mar-03","Low-fat popcorn"
"20599","7","1.49","0","0","10-Mar-03","Low-fat saltines"
"20600","6","2.99","0","0","10-Mar-03","Multigrain chips"
"20601","0","1.49","0","0","10-Mar-03","Pepper sticks"
"20602","3","0.99","0","0","10-Mar-03","Pretzel sticks"
"20603","0","2.49","0","0","10-Mar-03","Pretzel twists"
"20604","8","1.49","0","0","10-Mar-03","Ruffled potato chips"
"20605","2","0.99","0","0","10-Mar-03","Rye crackers"
"20606","5","2.99","0","0","10-Mar-03","Salt and vinegar potato chips"
"20607","1","2.99","0","0","10-Mar-03","Saltine crackers"
"20608","0","2.99","0","0","10-Mar-03","Shredded wheat crackers"
"20609","0","2.49","0","0","10-Mar-03","Stone-ground wheat sticks"
"20610","8","2.99","0","0","10-Mar-03","Sun-dried tomato multigrain chips"
"20611","14","0.99","0","0","10-Mar-03","Tortilla chips"
"20612","0","1.99","0","0","10-Mar-03","WOW cheese puffs"
"20613","0","2.99","0","0","10-Mar-03","WOW potato chips"
"20614","3","2.99","0","0","10-Mar-03","WOW tortilla chips"
"20615","0","3.49","0","0","10-Mar-03","Wheat crackers"
"20616","0","1.99","0","0","09-Mar-03","Baked potato chips"
"20617","4","1.49","0","0","09-Mar-03","Barbeque pork rinds"
"20618","8","1.99","0","0","09-Mar-03","Barbeque potato chips"
"20619","0","2.99","0","0","09-Mar-03","Bread sticks"
"20620","12","1.49","0","0","09-Mar-03","Buttery popcorn"
"20621","10","2.99","0","0","09-Mar-03","Carmelized popcorn"
"20622","1","1.49","0","0","09-Mar-03","Cheddar cheese break sticks"
"20623","0","2.99","0","0","09-Mar-03","Cheddar cheese popcorn"
"20624","6","1.49","0","0","09-Mar-03","Cheese puffs"
"20625","26","0.99","0","0","09-Mar-03","Classic potato chips"
"20626","13","1.49","0","0","09-Mar-03","Easy dip tortilla chips"
"20627","23","0.99","0","0","09-Mar-03","Extra hot pork rinds"
"20628","0","2.99","0","0","09-Mar-03","Fiesta sticks"
"20629","12","1.49","0","0","09-Mar-03","Fried pork rinds"
"20630","2","1.99","0","0","09-Mar-03","Hot spicy cheese puffs"
"20631","0","2.49","0","0","09-Mar-03","Jalepeno sticks"
"20632","7","2.49","0","0","09-Mar-03","Jumbo pretzel sticks"
"20633","5","1.49","0","0","09-Mar-03","Low-fat popcorn"
"20634","8","1.49","0","0","09-Mar-03","Low-fat saltines"
"20635","1","2.99","0","0","09-Mar-03","Multigrain chips"
"20636","1","1.49","0","0","09-Mar-03","Pepper sticks"
"20637","5","0.99","0","0","09-Mar-03","Pretzel sticks"
"20638","0","2.49","0","0","09-Mar-03","Pretzel twists"
"20639","15","1.49","0","0","09-Mar-03","Ruffled potato chips"
"20640","14","0.99","0","0","09-Mar-03","Rye crackers"
"20641","8","2.99","0","0","09-Mar-03","Salt and vinegar potato chips"
"20642","1","2.99","0","0","09-Mar-03","Saltine crackers"
"20643","0","2.99","0","0","09-Mar-03","Shredded wheat crackers"
"20644","0","2.49","0","0","09-Mar-03","Stone-ground wheat sticks"
"20645","0","2.99","0","0","09-Mar-03","Sun-dried tomato multigrain chips"
"20646","19","0.99","0","0","09-Mar-03","Tortilla chips"
"20647","0","1.99","0","0","09-Mar-03","WOW cheese puffs"
"20648","0","2.99","0","0","09-Mar-03","WOW potato chips"
"20649","3","2.99","0","0","09-Mar-03","WOW tortilla chips"
"20650","0","3.49","0","0","09-Mar-03","Wheat crackers"
"20651","0","1.99","0","0","08-Mar-03","Baked potato chips"
"20652","5","1.49","0","0","08-Mar-03","Barbeque pork rinds"
"20653","16","1.99","0","0","08-Mar-03","Barbeque potato chips"
"20654","0","2.99","0","0","08-Mar-03","Bread sticks"
"20655","14","1.49","0","0","08-Mar-03","Buttery popcorn"
"20656","11","2.99","0","0","08-Mar-03","Carmelized popcorn"
"20657","5","1.49","0","0","08-Mar-03","Cheddar cheese break sticks"
"20658","0","2.99","0","0","08-Mar-03","Cheddar cheese popcorn"
"20659","11","1.49","0","0","08-Mar-03","Cheese puffs"
"20660","51","0.99","0","0","08-Mar-03","Classic potato chips"
"20661","10","1.49","0","0","08-Mar-03","Easy dip tortilla chips"
"20662","11","0.99","0","0","08-Mar-03","Extra hot pork rinds"
"20663","0","2.99","0","0","08-Mar-03","Fiesta sticks"
"20664","10","1.49","0","0","08-Mar-03","Fried pork rinds"
"20665","12","1.99","0","0","08-Mar-03","Hot spicy cheese puffs"
"20666","0","2.49","0","0","08-Mar-03","Jalepeno sticks"
"20667","4","2.49","0","0","08-Mar-03","Jumbo pretzel sticks"
"20668","18","1.49","0","0","08-Mar-03","Low-fat popcorn"
"20669","15","1.49","0","0","08-Mar-03","Low-fat saltines"
"20670","6","2.99","0","0","08-Mar-03","Multigrain chips"
"20671","0","1.49","0","0","08-Mar-03","Pepper sticks"
"20672","0","0.99","0","0","08-Mar-03","Pretzel sticks"
"20673","0","2.49","0","0","08-Mar-03","Pretzel twists"
"20674","7","1.49","0","0","08-Mar-03","Ruffled potato chips"
"20675","6","0.99","0","0","08-Mar-03","Rye crackers"
"20676","14","2.99","0","0","08-Mar-03","Salt and vinegar potato chips"
"20677","2","2.99","0","0","08-Mar-03","Saltine crackers"
"20678","0","2.99","0","0","08-Mar-03","Shredded wheat crackers"
"20679","0","2.49","0","0","08-Mar-03","Stone-ground wheat sticks"
"20680","13","2.99","0","0","08-Mar-03","Sun-dried tomato multigrain chips"
"20681","15","0.99","0","0","08-Mar-03","Tortilla chips"
"20682","0","1.99","0","0","08-Mar-03","WOW cheese puffs"
"20683","0","2.99","0","0","08-Mar-03","WOW potato chips"
"20684","6","2.99","0","0","08-Mar-03","WOW tortilla chips"
"20685","0","3.49","0","0","08-Mar-03","Wheat crackers"
"20686","0","1.99","0","0","07-Mar-03","Baked potato chips"
"20687","4","1.49","0","0","07-Mar-03","Barbeque pork rinds"
"20688","12","1.99","0","0","07-Mar-03","Barbeque potato chips"
"20689","0","2.99","0","0","07-Mar-03","Bread sticks"
"20690","9","1.49","0","0","07-Mar-03","Buttery popcorn"
"20691","3","2.99","0","0","07-Mar-03","Carmelized popcorn"
"20692","0","1.49","0","0","07-Mar-03","Cheddar cheese break sticks"
"20693","0","2.99","0","0","07-Mar-03","Cheddar cheese popcorn"
"20694","12","1.49","0","0","07-Mar-03","Cheese puffs"
"20695","36","0.99","0","0","07-Mar-03","Classic potato chips"
"20696","9","1.49","0","0","07-Mar-03","Easy dip tortilla chips"
"20697","18","0.99","0","0","07-Mar-03","Extra hot pork rinds"
"20698","1","2.99","0","0","07-Mar-03","Fiesta sticks"
"20699","8","1.49","0","0","07-Mar-03","Fried pork rinds"
"20700","15","1.99","0","0","07-Mar-03","Hot spicy cheese puffs"
"20701","0","2.49","0","0","07-Mar-03","Jalepeno sticks"
"20702","3","2.49","0","0","07-Mar-03","Jumbo pretzel sticks"
"20703","11","1.49","0","0","07-Mar-03","Low-fat popcorn"
"20704","9","1.49","0","0","07-Mar-03","Low-fat saltines"
"20705","4","2.99","0","0","07-Mar-03","Multigrain chips"
"20706","3","1.49","0","0","07-Mar-03","Pepper sticks"
"20707","0","0.99","0","0","07-Mar-03","Pretzel sticks"
"20708","0","2.49","0","0","07-Mar-03","Pretzel twists"
"20709","10","1.49","0","0","07-Mar-03","Ruffled potato chips"
"20710","7","0.99","0","0","07-Mar-03","Rye crackers"
"20711","6","2.99","0","0","07-Mar-03","Salt and vinegar potato chips"
"20712","3","2.99","0","0","07-Mar-03","Saltine crackers"
"20713","0","2.99","0","0","07-Mar-03","Shredded wheat crackers"
"20714","0","2.49","0","0","07-Mar-03","Stone-ground wheat sticks"
"20715","7","2.99","0","0","07-Mar-03","Sun-dried tomato multigrain chips"
"20716","15","0.99","0","0","07-Mar-03","Tortilla chips"
"20717","0","1.99","0","0","07-Mar-03","WOW cheese puffs"
"20718","0","2.99","0","0","07-Mar-03","WOW potato chips"
"20719","5","2.99","0","0","07-Mar-03","WOW tortilla chips"
"20720","0","3.49","0","0","07-Mar-03","Wheat crackers"
"20721","0","1.99","0","0","06-Mar-03","Baked potato chips"
"20722","0","1.49","0","0","06-Mar-03","Barbeque pork rinds"
"20723","5","1.99","0","0","06-Mar-03","Barbeque potato chips"
"20724","0","2.99","0","0","06-Mar-03","Bread sticks"
"20725","10","1.49","0","0","06-Mar-03","Buttery popcorn"
"20726","3","2.99","0","0","06-Mar-03","Carmelized popcorn"
"20727","2","1.49","0","0","06-Mar-03","Cheddar cheese break sticks"
"20728","0","2.99","0","0","06-Mar-03","Cheddar cheese popcorn"
"20729","8","1.49","0","0","06-Mar-03","Cheese puffs"
"20730","16","0.99","0","0","06-Mar-03","Classic potato chips"
"20731","8","1.49","0","0","06-Mar-03","Easy dip tortilla chips"
"20732","8","0.99","0","0","06-Mar-03","Extra hot pork rinds"
"20733","0","2.99","0","0","06-Mar-03","Fiesta sticks"
"20734","3","1.49","0","0","06-Mar-03","Fried pork rinds"
"20735","10","1.99","0","0","06-Mar-03","Hot spicy cheese puffs"
"20736","0","2.49","0","0","06-Mar-03","Jalepeno sticks"
"20737","2","2.49","0","0","06-Mar-03","Jumbo pretzel sticks"
"20738","8","1.49","0","0","06-Mar-03","Low-fat popcorn"
"20739","9","1.49","0","0","06-Mar-03","Low-fat saltines"
"20740","3","2.99","0","0","06-Mar-03","Multigrain chips"
"20741","5","1.49","0","0","06-Mar-03","Pepper sticks"
"20742","4","0.99","0","0","06-Mar-03","Pretzel sticks"
"20743","0","2.49","0","0","06-Mar-03","Pretzel twists"
"20744","5","1.49","0","0","06-Mar-03","Ruffled potato chips"
"20745","3","0.99","0","0","06-Mar-03","Rye crackers"
"20746","10","2.99","0","0","06-Mar-03","Salt and vinegar potato chips"
"20747","2","2.99","0","0","06-Mar-03","Saltine crackers"
"20748","0","2.99","0","0","06-Mar-03","Shredded wheat crackers"
"20749","0","2.49","0","0","06-Mar-03","Stone-ground wheat sticks"
"20750","5","2.99","0","0","06-Mar-03","Sun-dried tomato multigrain chips"
"20751","7","0.99","0","0","06-Mar-03","Tortilla chips"
"20752","0","1.99","0","0","06-Mar-03","WOW cheese puffs"
"20753","0","2.99","0","0","06-Mar-03","WOW potato chips"
"20754","1","2.99","0","0","06-Mar-03","WOW tortilla chips"
"20755","0","3.49","0","0","06-Mar-03","Wheat crackers"
"20756","0","1.99","0","0","05-Mar-03","Baked potato chips"
"20757","2","1.49","0","0","05-Mar-03","Barbeque pork rinds"
"20758","3","1.99","0","0","05-Mar-03","Barbeque potato chips"
"20759","0","2.99","0","0","05-Mar-03","Bread sticks"
"20760","5","1.49","0","0","05-Mar-03","Buttery popcorn"
"20761","0","2.99","0","0","05-Mar-03","Carmelized popcorn"
"20762","0","1.49","0","0","05-Mar-03","Cheddar cheese break sticks"
"20763","0","2.99","0","0","05-Mar-03","Cheddar cheese popcorn"
"20764","4","1.49","0","0","05-Mar-03","Cheese puffs"
"20765","23","0.99","0","0","05-Mar-03","Classic potato chips"
"20766","2","1.49","0","0","05-Mar-03","Easy dip tortilla chips"
"20767","18","0.99","0","0","05-Mar-03","Extra hot pork rinds"
"20768","0","2.99","0","0","05-Mar-03","Fiesta sticks"
"20769","0","1.49","0","0","05-Mar-03","Fried pork rinds"
"20770","02-Jul","1.99","0","0","05-Mar-03","Hot spicy cheese puffs"
"20771","0","2.49","0","0","05-Mar-03","Jalepeno sticks"
"20772","6","2.49","0","0","05-Mar-03","Jumbo pretzel sticks"
"20773","4","1.49","0","0","05-Mar-03","Low-fat popcorn"
"20774","7","1.49","0","0","05-Mar-03","Low-fat saltines"
"20775","7","2.99","0","0","05-Mar-03","Multigrain chips"
"20776","0","1.49","0","0","05-Mar-03","Pepper sticks"
"20777","0","0.99","0","0","05-Mar-03","Pretzel sticks"
"20778","0","2.49","0","0","05-Mar-03","Pretzel twists"
"20779","9","1.49","0","0","05-Mar-03","Ruffled potato chips"
"20780","7","0.99","0","0","05-Mar-03","Rye crackers"
"20781","6","2.99","0","0","05-Mar-03","Salt and vinegar potato chips"
"20782","0","2.49","0","0","05-Mar-03","Saltine crackers"
"20783","0","2.99","0","0","05-Mar-03","Shredded wheat crackers"
